City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
239,Bubaque,GW,2021-05-31 20:56:51,11.2833,-15.8333,78.28,80,100,9.82,overcast clouds
240,Opelousas,US,2021-05-31 20:56:51,30.5335,-92.0815,87.87,53,94,6.55,overcast clouds
241,Ornes,NO,2021-05-31 20:56:52,66.8689,13.7078,54.3,90,99,4.07,overcast clouds
242,Jaslo,PL,2021-05-31 20:56:52,49.7451,21.4725,48.88,88,91,1.88,overcast clouds
243,Dalbandin,PK,2021-05-31 20:56:53,28.8947,64.4101,86.63,8,0,1.19,clear sky
244,Kafanchan,NG,2021-05-31 20:56:53,9.5833,8.3,73.81,70,95,3.38,overcast clouds
245,Celestun,MX,2021-05-31 20:56:54,20.8667,-90.4,85.37,66,24,17.43,few clouds
246,Taian,CN,2021-05-31 20:56:54,36.1853,117.12,68.52,84,100,4.34,light rain
247,Pumiao,CN,2021-05-31 20:56:55,22.75,108.4833,79.2,95,100,4.14,overcast clouds
248,Merauke,ID,2021-05-31 20:56:56,-8.4667,140.3333,75.47,90,35,12.97,scattered clouds
249,Black River,JM,2021-05-31 20:56:57,18.0264,-77.8487,84.2,68,100,3.09,moderate rain
250,Pangkalanbuun,ID,2021-05-31 20:53:23,-2.6833,111.6167,74.07,98,98,0.72,overcast clouds
251,Kisangani,CD,2021-05-31 20:56:58,0.5167,25.2,72.05,97,99,3.89,overcast clouds
252,Flinders,AU,2021-05-31 20:44:22,-34.5833,150.8552,49.28,90,97,1.01,overcast clouds
253,Cap Malheureux,MU,2021-05-31 20:56:58,-19.9842,57.6142,72.09,79,0,3.0,clear sky
254,Henties Bay,NA,2021-05-31 20:56:59,-22.116,14.2845,57.85,84,0,10.13,clear sky
255,Areia Branca,BR,2021-05-31 20:56:20,-4.9561,-37.1369,81.09,78,83,14.27,broken clouds
256,Sibolga,ID,2021-05-31 20:52:49,1.7427,98.7792,76.66,89,100,3.4,overcast clouds
257,Opuwo,NA,2021-05-31 20:56:59,-18.0607,13.84,62.19,26,8,7.83,clear sky
258,La Palma,US,2021-05-31 20:53:57,33.8464,-118.0467,92.97,65,40,5.01,scattered clouds
259,Bethel,US,2021-05-31 20:57:00,41.3712,-73.414,67.95,69,66,1.99,broken clouds
260,Namatanai,PG,2021-05-31 20:57:00,-3.6667,152.4333,79.88,83,100,3.69,light rain
261,Burnie,AU,2021-05-31 20:52:56,-41.0667,145.9167,47.91,83,100,2.84,light rain
262,Guerrero Negro,MX,2021-05-31 20:57:01,27.9769,-114.0611,71.65,48,0,12.12,clear sky
263,Pochutla,MX,2021-05-31 20:48:47,15.7432,-96.4661,89.82,53,81,8.72,broken clouds
264,Cleveland,US,2021-05-31 20:55:00,41.4995,-81.6954,74.71,42,90,4.43,overcast clouds
265,Poum,NC,2021-05-31 20:57:01,-20.2333,164.0167,72.43,58,15,18.77,few clouds
266,Sinnamary,GF,2021-05-31 20:57:02,5.3833,-52.95,77.2,92,100,10.87,overcast clouds
267,Lodja,CD,2021-05-31 20:57:02,-3.4833,23.4333,72.68,50,100,1.83,overcast clouds
268,Juventino Rosas,MX,2021-05-31 20:57:03,20.65,-101.0,86.76,19,93,8.3,overcast clouds
269,Phan Thiet,VN,2021-05-31 20:57:03,10.9333,108.1,79.34,85,64,6.35,broken clouds
270,Strathpeffer,GB,2021-05-31 20:57:04,57.588,-4.5382,63.63,58,47,5.61,scattered clouds
271,Mount Gambier,AU,2021-05-31 20:53:25,-37.8333,140.7667,46.31,57,100,6.91,overcast clouds
272,Husavik,IS,2021-05-31 20:57:04,66.0449,-17.3389,53.51,53,32,10.07,scattered clouds
273,Te Anau,NZ,2021-05-31 20:57:05,-45.4167,167.7167,37.38,93,36,0.98,scattered clouds
274,Shingu,JP,2021-05-31 20:57:05,33.7333,135.9833,61.92,66,89,4.5,overcast clouds
275,Roznava,SK,2021-05-31 20:57:06,48.6601,20.5376,50.88,89,11,6.22,few clouds
276,Erzincan,TR,2021-05-31 20:57:06,39.75,39.5,61.02,54,9,6.51,clear sky
277,Kiruna,SE,2021-05-31 20:57:07,67.8557,20.2251,45.52,66,90,5.75,overcast clouds
278,Carlyle,US,2021-05-31 20:56:03,38.6103,-89.3726,77.27,46,84,5.99,broken clouds
279,Katsuura,JP,2021-05-31 20:57:07,35.1333,140.3,65.19,89,84,15.82,broken clouds
280,Monchegorsk,RU,2021-05-31 20:57:08,67.9397,32.8739,50.04,70,100,9.22,overcast clouds
281,Barra Patuca,HN,2021-05-31 20:57:08,15.8,-84.2833,84.58,66,5,10.83,clear sky
282,Salo,IT,2021-05-31 20:57:09,45.6086,10.531,64.83,78,1,3.36,clear sky
283,Las Tunas,CU,2021-05-31 20:57:09,20.9617,-76.9511,82.06,74,50,11.68,scattered clouds
284,Kotra,IN,2021-05-31 20:57:09,25.8167,79.3167,96.08,27,59,6.08,broken clouds
285,Derzhavinsk,KZ,2021-05-31 20:57:10,51.1,66.3167,65.84,78,100,14.07,overcast clouds
286,Deputatskiy,RU,2021-05-31 20:57:10,69.3,139.9,55.63,41,39,3.22,scattered clouds
287,San Lorenzo,PY,2021-05-31 20:52:47,-25.3333,-57.5333,76.59,29,0,3.0,clear sky
288,Constantine,DZ,2021-05-31 20:57:11,36.365,6.6147,74.61,53,75,3.44,broken clouds
289,Tual,ID,2021-05-31 20:57:11,-5.6667,132.75,81.5,77,9,16.78,clear sky
290,Pokhara,NP,2021-05-31 20:57:11,28.2333,83.9833,70.81,78,53,4.59,broken clouds
291,Ilheus,BR,2021-05-31 20:57:12,-14.7889,-39.0494,80.42,74,20,6.91,few clouds
292,Aswan,EG,2021-05-31 20:57:12,24.0934,32.907,95.52,11,77,9.89,broken clouds
293,Peterborough,GB,2021-05-31 20:57:13,52.5736,-0.2478,61.16,70,0,7.47,clear sky
294,Hirara,JP,2021-05-31 20:57:13,24.8,125.2833,79.75,84,87,11.18,overcast clouds
295,Thompson,CA,2021-05-31 20:54:50,55.7435,-97.8558,57.36,72,75,6.91,broken clouds
296,Hambantota,LK,2021-05-31 20:57:13,6.1241,81.1185,79.86,81,100,18.75,overcast clouds
297,Grindavik,IS,2021-05-31 20:48:25,63.8424,-22.4338,48.15,81,75,21.83,broken clouds
298,Santa Maria,BR,2021-05-31 20:57:14,-29.6842,-53.8069,61.9,59,0,2.24,clear sky
299,New Norfolk,AU,2021-05-31 20:57:14,-42.7826,147.0587,50.58,72,100,3.69,light rain
300,Avarua,CK,2021-05-31 20:57:15,-21.2078,-159.775,77.05,57,43,10.36,scattered clouds
301,Kokoda,PG,2021-05-31 20:57:15,-8.8785,147.7407,70.83,85,18,2.55,few clouds
302,Koindu,GN,2021-05-31 20:57:16,8.4386,-10.3253,71.82,95,100,4.92,overcast clouds
303,Kahului,US,2021-05-31 20:57:17,20.8947,-156.47,86.97,71,50,14.0,scattered clouds
304,Palmer,US,2021-05-31 20:57:17,42.1584,-72.3287,62.51,70,90,1.01,overcast clouds
305,Cherskiy,RU,2021-05-31 20:57:18,68.75,161.3,60.08,28,100,10.04,overcast clouds
306,Ilulissat,GL,2021-05-31 20:57:18,69.2167,-51.1,33.39,86,99,2.57,overcast clouds
307,Vestmannaeyjar,IS,2021-05-31 20:48:10,63.4427,-20.2734,47.39,81,40,9.22,scattered clouds
308,Bilma,NE,2021-05-31 20:57:19,18.6853,12.9164,94.44,9,100,7.4,overcast clouds
309,Pevek,RU,2021-05-31 20:57:19,69.7008,170.3133,39.34,71,3,2.21,clear sky
310,Sitka,US,2021-05-31 20:52:55,57.0531,-135.33,53.49,87,90,10.36,light rain
311,Norrtalje,SE,2021-05-31 20:57:20,59.758,18.705,54.23,69,4,6.89,clear sky
312,Mayskiy,RU,2021-05-31 20:57:20,47.6931,40.1025,65.44,80,98,11.14,overcast clouds
313,Jaffna,LK,2021-05-31 20:57:20,9.6685,80.0074,84.15,81,100,19.19,overcast clouds
314,Sacama,EC,2021-05-31 20:57:21,-3.9,-79.2667,60.53,69,95,4.9,light rain
315,Pisco,PE,2021-05-31 20:57:21,-13.7,-76.2167,66.25,77,90,5.75,overcast clouds
316,Pavlikeni,BG,2021-05-31 20:57:22,43.2428,25.3219,58.05,94,99,3.22,overcast clouds
317,Merritt,CA,2021-05-31 20:57:22,50.1123,-120.7942,78.46,36,99,4.59,overcast clouds
318,Bilibino,RU,2021-05-31 20:47:46,68.0546,166.4372,55.8,40,32,1.86,scattered clouds
319,Almeirim,BR,2021-05-31 20:55:20,-1.5233,-52.5817,79.34,87,34,3.27,scattered clouds
320,Aksha,RU,2021-05-31 20:57:24,50.2814,113.2867,37.38,52,21,13.22,few clouds
321,Port Hardy,CA,2021-05-31 20:49:14,50.6996,-127.4199,60.98,77,90,5.75,overcast clouds
322,Wanning,CN,2021-05-31 20:57:25,18.8003,110.3967,82.13,92,100,9.26,overcast clouds
323,Evensk,RU,2021-05-31 20:54:39,61.95,159.2333,45.97,69,71,4.7,broken clouds
324,Monrovia,LR,2021-05-31 20:57:26,6.3005,-10.7969,76.77,85,100,7.11,light rain
325,Constitucion,CL,2021-05-31 20:48:30,-35.3333,-72.4167,60.3,88,79,6.78,broken clouds
326,Kalmunai,LK,2021-05-31 20:48:35,7.4167,81.8167,80.91,79,99,3.51,overcast clouds
327,Moranbah,AU,2021-05-31 20:57:27,-22.0016,148.0466,55.08,95,12,7.2,few clouds
328,Verkhoyansk,RU,2021-05-31 20:57:28,67.5447,133.385,47.25,82,100,2.82,overcast clouds
329,Neuquen,AR,2021-05-31 20:54:01,-38.9516,-68.0591,66.09,55,40,5.75,scattered clouds
330,Gusinoye Ozero,RU,2021-05-31 20:57:28,51.1144,106.2614,36.41,75,88,7.14,overcast clouds
331,Gravelbourg,CA,2021-05-31 20:57:28,49.8834,-106.5512,77.27,26,100,12.55,overcast clouds
332,Abu Dhabi,AE,2021-05-31 20:56:28,24.4667,54.3667,91.51,55,0,9.48,clear sky
333,Puerto Escondido,MX,2021-05-31 20:53:13,15.85,-97.0667,87.24,67,80,8.77,broken clouds
334,Keti Bandar,PK,2021-05-31 20:57:29,24.1447,67.4497,83.44,85,31,18.39,scattered clouds
335,Saint-Joseph,RE,2021-05-31 20:57:30,-21.3667,55.6167,70.16,66,11,7.36,few clouds
336,Tessalit,ML,2021-05-31 20:57:30,20.1986,1.0114,97.72,6,1,18.57,clear sky
337,Reshetylivka,UA,2021-05-31 20:57:31,49.565,34.0782,48.49,78,100,11.16,overcast clouds
338,Kavaratti,IN,2021-05-31 20:57:31,10.5669,72.642,83.46,75,100,19.37,overcast clouds
339,Taltal,CL,2021-05-31 20:57:32,-25.4,-70.4833,68.65,62,16,2.91,few clouds
340,Nishihara,JP,2021-05-31 20:57:32,26.1842,127.7558,74.48,88,75,16.58,broken clouds
341,Luganville,VU,2021-05-31 20:57:32,-15.5333,167.1667,76.51,81,100,6.38,overcast clouds
342,Lompoc,US,2021-05-31 20:54:49,34.6391,-120.4579,80.74,69,40,4.0,scattered clouds
343,Sakakah,SA,2021-05-31 20:57:33,29.9697,40.2064,89.17,12,0,6.15,clear sky
344,Kanbe,MM,2021-05-31 20:57:33,16.7053,96.0017,80.65,83,80,3.83,broken clouds
345,Riyadh,SA,2021-05-31 20:56:29,24.6877,46.7219,96.85,12,0,6.91,clear sky
346,Baghdad,IQ,2021-05-31 20:56:35,33.3406,44.4009,84.11,26,0,9.42,clear sky
347,Moyale,KE,2021-05-31 20:57:35,3.5167,39.0584,67.96,67,34,5.97,scattered clouds
348,Batobato,PH,2021-05-31 20:57:35,6.8252,126.0846,76.98,88,100,7.92,moderate rain
349,Tsumeb,NA,2021-05-31 20:57:36,-19.2333,17.7167,63.48,22,93,6.31,overcast clouds
350,Kloulklubed,PW,2021-05-31 20:57:36,7.0419,134.2556,81.1,78,100,17.83,overcast clouds
351,Muyezerskiy,RU,2021-05-31 20:57:37,63.9333,31.65,46.27,88,64,5.17,broken clouds
352,Huanren,CN,2021-05-31 20:57:38,41.2647,125.3667,56.34,99,100,4.34,moderate rain
353,Abashiri,JP,2021-05-31 20:57:38,44.0213,144.2697,41.92,84,94,5.17,overcast clouds
354,Evinayong,GQ,2021-05-31 20:57:38,1.4368,10.5512,69.24,98,100,1.92,light rain
355,Lima,PE,2021-05-31 20:55:26,-12.0432,-77.0282,64.65,77,90,3.44,overcast clouds
356,Tomatlan,MX,2021-05-31 20:57:39,19.9333,-105.25,92.77,34,100,11.54,overcast clouds
357,Craigieburn,AU,2021-05-31 20:57:39,-37.6,144.95,49.14,57,0,8.5,clear sky
358,Virden,US,2021-05-31 20:57:39,39.5009,-89.7679,75.06,48,100,4.92,overcast clouds
359,Broadford,AU,2021-05-31 20:57:40,-37.2,145.0667,48.79,84,73,3.31,broken clouds
360,Jaen,ES,2021-05-31 20:57:40,38.0,-3.5,71.92,55,100,4.29,overcast clouds
361,Loukhi,RU,2021-05-31 20:57:41,66.0764,33.0381,46.38,71,100,4.97,overcast clouds
362,Viedma,AR,2021-05-31 20:57:41,-40.8135,-62.9967,52.75,81,100,12.37,overcast clouds
363,Olafsvik,IS,2021-05-31 20:56:23,64.8945,-23.7142,45.37,77,63,19.82,broken clouds
364,Oistins,BB,2021-05-31 20:57:42,13.0667,-59.5333,86.09,51,40,19.57,scattered clouds
365,Ereymentau,KZ,2021-05-31 20:57:42,51.6199,73.1033,66.38,55,16,7.29,few clouds
366,Saint Anthony,US,2021-05-31 20:57:43,45.0205,-93.218,78.89,37,5,3.0,clear sky
367,Los Llanos De Aridane,ES,2021-05-31 20:57:43,28.6585,-17.9182,64.15,87,20,10.4,few clouds
368,Shakawe,BW,2021-05-31 20:57:44,-18.3667,21.85,58.5,29,98,2.15,overcast clouds
369,Santa Rita Do Sapucai,BR,2021-05-31 20:57:44,-22.2522,-45.7033,62.89,91,28,7.85,scattered clouds
370,Raga,SS,2021-05-31 20:57:44,8.4596,25.678,81.68,40,43,4.14,scattered clouds
371,Huoqiu,CN,2021-05-31 20:57:45,32.3394,116.2694,73.6,82,30,3.89,scattered clouds
372,Nhulunbuy,AU,2021-05-31 20:57:46,-12.2333,136.7667,75.81,88,90,12.66,overcast clouds
373,Arandis,NA,2021-05-31 20:57:47,-22.4167,14.9667,51.46,36,0,3.06,clear sky
374,Mandalgovi,MN,2021-05-31 20:57:47,45.7625,106.2708,37.51,60,100,8.84,overcast clouds
375,Doha,QA,2021-05-31 20:57:48,25.2867,51.5333,100.38,20,0,10.36,clear sky
376,Certeze,RO,2021-05-31 20:57:48,47.9,23.4667,50.27,85,57,5.75,broken clouds
377,Teya,RU,2021-05-31 20:57:49,60.3778,92.6267,45.66,73,67,5.7,broken clouds
378,Samana,DO,2021-05-31 20:57:49,19.2056,-69.3369,88.02,74,40,11.5,scattered clouds
379,Traipu,BR,2021-05-31 20:57:49,-9.9706,-37.0033,73.87,93,36,6.22,scattered clouds
380,Zabol,AF,2021-05-31 20:57:50,32.25,67.25,70.47,15,0,9.55,clear sky
381,Carlogani,RO,2021-05-31 20:57:50,44.5167,24.15,52.39,94,100,3.87,overcast clouds
382,Marawi,PH,2021-05-31 20:57:50,7.9986,124.2928,67.64,95,100,2.82,moderate rain
383,Hope,US,2021-05-31 20:56:03,33.6671,-93.5916,83.28,47,98,3.71,overcast clouds
384,Srednekolymsk,RU,2021-05-31 20:57:51,67.45,153.6833,61.83,36,7,13.67,clear sky
385,Urdoma,RU,2021-05-31 20:57:51,61.7533,48.5442,38.73,61,4,3.94,clear sky
386,Prieska,ZA,2021-05-31 20:57:52,-29.6641,22.7474,47.89,59,2,12.88,clear sky
387,Vestmanna,FO,2021-05-31 20:57:52,62.1564,-7.1664,50.92,87,100,8.99,overcast clouds
388,Boralday,KZ,2021-05-31 20:57:53,43.3578,76.8594,66.06,42,0,5.84,clear sky
389,Makakilo City,US,2021-05-31 20:57:53,21.3469,-158.0858,85.6,55,11,2.89,few clouds
390,Klyuchi,RU,2021-05-31 20:57:54,52.2667,79.1667,63.16,57,64,8.93,broken clouds
391,Talnakh,RU,2021-05-31 20:57:54,69.4865,88.3972,31.68,95,100,5.75,light snow
392,Alice Springs,AU,2021-05-31 20:57:55,-23.7,133.8833,53.15,40,90,8.03,overcast clouds
393,Hailey,US,2021-05-31 20:57:56,43.5196,-114.3153,76.89,27,39,7.0,scattered clouds
394,Ust-Omchug,RU,2021-05-31 20:57:56,61.15,149.6333,37.31,79,100,5.84,overcast clouds
395,Alta Floresta,BR,2021-05-31 20:57:57,-9.8756,-56.0861,89.42,48,40,1.14,scattered clouds
396,Saint-Raymond,CA,2021-05-31 20:55:21,45.467,-73.6095,72.05,50,20,3.44,few clouds
397,Almaty,KZ,2021-05-31 20:57:57,43.25,76.95,64.31,42,0,8.7,clear sky
398,Sicuani,PE,2021-05-31 20:57:58,-14.2694,-71.2261,57.58,34,100,6.26,overcast clouds
399,San Juan,AR,2021-05-31 20:57:58,-31.5375,-68.5364,75.72,22,9,7.25,clear sky
400,Lorengau,PG,2021-05-31 20:57:59,-2.0226,147.2712,80.71,85,98,11.07,overcast clouds
401,Puerto Maldonado,PE,2021-05-31 20:57:59,-12.6,-69.1833,75.6,83,75,3.44,broken clouds
402,Hede,CN,2021-05-31 20:57:59,33.7681,120.2517,64.74,83,82,8.05,broken clouds
403,Yining,CN,2021-05-31 20:53:56,29.0361,114.5636,71.37,95,49,1.28,scattered clouds
404,Coihaique,CL,2021-05-31 20:58:00,-45.5752,-72.0662,54.21,82,75,12.66,broken clouds
405,Salalah,OM,2021-05-31 20:58:00,17.0151,54.0924,81.37,78,99,8.77,overcast clouds
406,Morehead,US,2021-05-31 20:58:01,37.2711,-87.1764,76.98,41,1,1.01,clear sky
407,Bonavista,CA,2021-05-31 20:58:01,48.6499,-53.1147,59.0,57,100,13.82,overcast clouds
408,Ust-Kuyga,RU,2021-05-31 20:58:01,70.0167,135.6,57.34,59,51,2.1,broken clouds
409,Portland,US,2021-05-31 20:55:56,45.5234,-122.6762,87.6,34,58,1.99,broken clouds
410,Benalla,AU,2021-05-31 20:58:02,-36.55,145.9833,31.75,74,83,5.28,broken clouds
411,Pangai,TO,2021-05-31 20:58:03,-19.8,-174.35,75.31,83,75,4.61,broken clouds
412,Linqiong,CN,2021-05-31 20:58:03,30.4159,103.4609,75.02,68,100,1.97,overcast clouds
413,Port Macquarie,AU,2021-05-31 20:56:22,-31.4333,152.9167,47.37,89,80,3.83,broken clouds
414,Gorontalo,ID,2021-05-31 20:58:04,0.5412,123.0595,75.54,95,100,2.64,overcast clouds
415,Pitimbu,BR,2021-05-31 20:58:05,-7.4706,-34.8086,79.39,80,8,10.98,clear sky
416,Weatherford,US,2021-05-31 20:58:06,32.7593,-97.7972,77.27,67,96,11.72,heavy intensity rain
417,Penzance,GB,2021-05-31 20:58:06,50.1186,-5.5371,60.01,84,100,11.41,overcast clouds
418,Provideniya,RU,2021-05-31 20:58:07,64.3833,-173.3,44.71,61,0,13.42,clear sky
419,At-Bashi,KG,2021-05-31 20:58:07,41.1702,75.8106,50.41,85,63,0.81,broken clouds
420,Rawson,AR,2021-05-31 20:58:07,-43.3002,-65.1023,49.73,94,100,11.12,light rain
421,Loa Janan,ID,2021-05-31 20:58:08,-0.583,117.095,73.78,97,100,2.57,overcast clouds
422,Bundaberg,AU,2021-05-31 20:58:08,-24.85,152.35,60.22,91,40,3.0,scattered clouds
423,Puerto Rico,AR,2021-05-31 20:58:09,-26.796,-55.024,61.66,42,0,2.53,clear sky
424,Darhan,MN,2021-05-31 20:58:09,49.4867,105.9228,36.77,61,31,2.64,scattered clouds
425,Gondanglegi,ID,2021-05-31 20:58:09,-7.7479,112.0132,73.78,93,92,7.11,overcast clouds
426,Katherine,AU,2021-05-31 20:58:10,-14.4667,132.2667,66.52,88,100,3.85,overcast clouds
427,Bunia,CD,2021-05-31 20:55:08,1.5667,30.25,65.39,86,68,3.33,broken clouds
428,Petropavl,KZ,2021-05-31 20:58:10,54.8753,69.1628,52.3,87,99,14.61,overcast clouds
429,Ola,RU,2021-05-31 20:58:11,59.5833,151.2833,36.88,98,100,2.17,light rain
430,Halifax,CA,2021-05-31 20:57:02,44.6453,-63.5724,60.69,94,90,3.0,fog
431,Khani,GE,2021-05-31 20:58:11,41.9563,42.9566,56.77,94,19,3.96,few clouds
432,Tabou,CI,2021-05-31 20:58:12,4.423,-7.3528,76.3,92,100,5.91,moderate rain
433,Santa Cruz Del Sur,CU,2021-05-31 20:58:13,20.7147,-77.9956,82.62,70,28,6.31,heavy intensity rain
434,Puerto Baquerizo Moreno,EC,2021-05-31 20:58:13,-0.9,-89.6,79.79,69,40,16.11,scattered clouds
435,Ulladulla,AU,2021-05-31 20:58:14,-35.35,150.4667,49.1,63,99,5.48,overcast clouds
436,Tamandare,BR,2021-05-31 20:58:14,-8.7597,-35.1047,76.89,86,39,7.56,scattered clouds
437,Los Andes,CL,2021-05-31 20:58:15,-32.8337,-70.5983,69.89,28,18,1.83,few clouds
438,Vao,NC,2021-05-31 20:58:16,-22.6667,167.4833,70.7,55,100,16.75,overcast clouds
439,Bathsheba,BB,2021-05-31 20:58:17,13.2167,-59.5167,86.61,51,40,18.45,scattered clouds
440,Dunedin,NZ,2021-05-31 20:54:51,-45.8742,170.5036,43.81,72,51,7.0,broken clouds
441,Ballina,AU,2021-05-31 20:58:17,-28.8667,153.5667,54.79,94,40,5.75,scattered clouds
442,Saldanha,ZA,2021-05-31 20:58:18,-33.0117,17.9442,53.65,81,27,4.5,light rain
443,Chara,RU,2021-05-31 20:58:18,56.9064,118.2631,48.69,72,20,4.09,few clouds
444,Chico,US,2021-05-31 20:53:42,39.7285,-121.8375,106.21,19,35,1.99,scattered clouds
445,Walvis Bay,NA,2021-05-31 20:58:19,-22.9575,14.5053,58.08,67,0,14.47,clear sky
446,Praia,CV,2021-05-31 20:58:19,14.9215,-23.5087,75.74,69,75,12.66,broken clouds
447,Marrakesh,MA,2021-05-31 20:58:19,31.6315,-8.0083,78.87,44,75,10.36,broken clouds
448,Sohag,EG,2021-05-31 20:58:20,26.557,31.6948,95.29,15,0,8.66,clear sky
449,Anicuns,BR,2021-05-31 20:58:20,-16.4611,-49.9617,75.9,49,78,2.44,broken clouds
450,La Rioja,ES,2021-05-31 20:58:20,42.25,-2.5,66.04,90,96,2.3,overcast clouds
451,Vilhena,BR,2021-05-31 20:58:22,-12.7406,-60.1458,84.42,51,40,8.05,scattered clouds
452,Sidi Ali,DZ,2021-05-31 20:58:23,36.0998,0.4206,71.04,61,100,11.3,overcast clouds
453,Khalkhal,IR,2021-05-31 20:58:23,37.6189,48.5258,59.34,55,1,2.77,clear sky
454,Oranjemund,NA,2021-05-31 20:58:24,-28.55,16.4333,55.62,88,0,11.01,clear sky
455,Miri,MY,2021-05-31 20:58:24,4.4148,114.0089,77.14,94,20,2.57,few clouds
456,Omboue,GA,2021-05-31 20:58:25,-1.5746,9.2618,76.14,91,99,6.15,overcast clouds
457,Cidreira,BR,2021-05-31 20:58:25,-30.1811,-50.2056,56.3,57,35,6.31,scattered clouds
458,Samarai,PG,2021-05-31 20:58:26,-10.6167,150.6667,78.37,75,85,19.51,overcast clouds
459,Yangjiang,CN,2021-05-31 20:58:26,21.85,111.9667,82.11,86,100,4.09,overcast clouds
460,Kintampo,GH,2021-05-31 20:58:27,8.0563,-1.7306,73.2,96,51,7.76,heavy intensity rain
461,Torbay,CA,2021-05-31 20:58:27,47.6666,-52.7314,55.15,70,99,14.18,overcast clouds
462,Rutland,US,2021-05-31 20:58:28,43.6167,-73.0162,59.25,92,90,6.49,light rain
463,Tokur,RU,2021-05-31 20:58:28,53.1333,132.9,46.58,83,9,1.92,clear sky
464,Nantucket,US,2021-05-31 20:58:29,41.2835,-70.0995,57.96,94,90,14.97,overcast clouds
465,Urucara,BR,2021-05-31 20:58:29,-2.5364,-57.76,83.57,68,100,2.28,overcast clouds
466,Havoysund,NO,2021-05-31 20:58:30,70.9963,24.6622,43.68,98,100,21.54,overcast clouds
467,Victoria Point,AU,2021-05-31 20:58:30,-27.5833,153.3,58.98,90,21,6.64,few clouds
468,Mawlaik,MM,2021-05-31 20:58:30,23.6333,94.4167,76.26,93,100,0.89,overcast clouds
469,Trapani,IT,2021-05-31 20:58:30,37.8333,12.6667,68.18,74,68,7.52,broken clouds
470,Talaya,RU,2021-05-31 20:58:31,61.3833,152.75,39.2,66,84,8.57,broken clouds
471,Guilin,CN,2021-05-31 20:58:31,25.2819,110.2864,77.11,95,34,2.37,scattered clouds
472,Ziro,IN,2021-05-31 20:58:32,27.6333,93.8333,56.44,99,100,0.89,overcast clouds
473,Hasaki,JP,2021-05-31 20:55:46,35.7333,140.8333,63.28,80,99,11.32,overcast clouds
474,Abalak,RU,2021-05-31 20:58:32,58.1286,68.5944,40.44,83,39,10.63,scattered clouds
475,Oranjestad,AW,2021-05-31 20:58:32,12.524,-70.027,87.75,73,20,10.0,few clouds
476,Vardo,NO,2021-05-31 20:58:33,70.3705,31.1107,43.0,100,90,11.5,mist
